No.	Accession	Taxon name
1877	GCA_000695795.1	Flavobacterium seoulense
1878	GCA_000695835.1	Mycoplasmopsis californica
1879	GCA_000696075.1	Erwinia amylovora
1880	GCA_000696095.1	Rhizobium rhizogenes
1881	GCA_000696185.1	Kitasatospora cheerisanensis
1882	GCA_000696305.1	Moraxella bovoculi
1883	GCA_000696365.1	Rickettsia buchneri
1884	GCA_000696385.1	Vibrio metoecus
1885	GCA_000696575.1	Siccibacter colletis
1886	GCA_000697965.2	Ensifer adhaerens
1887	GCA_000698555.1	Caballeronia grimmiae
1888	GCA_000699505.1	Rhodoluna lacicola
1889	GCA_000701405.1	Deinococcus marmoris
1890	GCA_000701425.1	Deinococcus frigens
1891	GCA_000701445.1	Brevundimonas bacteroides
1892	GCA_000701465.1	Paraoerskovia marina
1893	GCA_000701485.1	Mycoplasmopsis sturni
1894	GCA_000701505.1	Dyadobacter crusticola
1895	GCA_000701525.1	Mesoplasma grammopterae
1896	GCA_000701585.1	Acidiphilium angustum
1897	GCA_000701665.1	Agathobaculum desmolans
1898	GCA_000701685.1	Gemella sanguinis
1899	GCA_000701745.1	Campylobacter jejuni subsp. doylei
1900	GCA_000701785.1	Mycoplasmoides alvi
1901	GCA_000701805.1	Mycoplasmopsis iners
1902	GCA_000701825.1	Mycoplasma collis
1903	GCA_000701865.1	Mycoplasmopsis felis
1904	GCA_000702025.1	Blautia schinkii
1905	GCA_000702505.1	Thermogemmatispora carboxidivorans
1906	GCA_000702585.1	Exiguobacterium aurantiacum
1907	GCA_000702605.1	Exiguobacterium acetylicum
1908	GCA_000702625.1	Exiguobacterium oxidotolerans
1909	GCA_000702665.1	Desulfovibrio alcoholivorans
1910	GCA_000702705.1	Mycoplasma simbae
1911	GCA_000702725.1	Mesoplasma photuris
1912	GCA_000702785.1	Mycoplasmopsis primatum
1913	GCA_000702805.1	Mycoplasma anseris
1914	GCA_000702905.1	Mitsuokella jalaludinii
1915	GCA_000705355.1	Rhizobium marinum
1916	GCA_000706625.1	Bartonella koehlerae
1917	GCA_000706645.1	Bartonella rochalimae
1918	GCA_000706805.1	Streptococcus equi subsp. ruminatorum
1919	GCA_000708045.1	Marinobacter nitratireducens
1920	GCA_000708285.2	Pedobacter borealis
1921	GCA_000708615.2	Chryseobacterium hispalense
1922	GCA_000708755.2	Bacillus indicus
1923	GCA_000709085.1	Virgibacillus alimentarius
1924	GCA_000709935.2	Bacillus cibi
1925	GCA_000710035.1	Pantoea ananatis
1926	GCA_000710775.1	Endozoicomonas elysicola
1927	GCA_000711195.1	Thiomicrospira pelophila
1928	GCA_000711295.1	Desulfohalovibrio reitneri
1929	GCA_000711315.1	Hydrogenovibrio marinus
1930	GCA_000711715.1	Sphingomonas astaxanthinifaciens
1931	GCA_000711725.1	Roseomonas aerilata
1932	GCA_000711735.1	Desulfovibrio frigidus
1933	GCA_000711795.1	Vibrio pacinii
1934	GCA_000711805.1	Vibrio rhizosphaerae
1935	GCA_000711875.1	Andreprevotia chitinilytica
1936	GCA_000711885.1	Chromobacterium haemolyticum
1937	GCA_000711895.1	Photorhabdus australis
1938	GCA_000711955.1	Nevskia soli
1939	GCA_000711965.1	Actinomyces israelii
1940	GCA_000711985.1	Rheinheimera texasensis
1941	GCA_000712035.1	Salinicoccus luteus
1942	GCA_000712165.1	Ureaplasma canigenitalium
1943	GCA_000712185.1	Mycoplasmopsis opalescens
1944	GCA_000712595.1	Bacillus manliponensis
1945	GCA_000714435.1	Exiguobacterium alkaliphilum
1946	GCA_000714535.1	Thioclava pacifica
1947	GCA_000714545.1	Thioclava indica
1948	GCA_000715015.1	Erythrobacter longus
1949	GCA_000715205.1	Bacillus zhangzhouensis
1950	GCA_000715605.1	Streptomyces speibonae
1951	GCA_000715615.1	Streptomyces cinnabarinus
1952	GCA_000715635.1	Streptomyces violaceus
1953	GCA_000715685.1	Streptomyces lilacinus
1954	GCA_000715845.1	Streptomyces monomycini
1955	GCA_000715855.1	Actinoplanes liguriensis
1956	GCA_000715915.1	Saccharopolyspora phatthalungensis
1957	GCA_000715975.1	Sphaerisporangium viridialbum
1958	GCA_000716135.1	Nonomuraea kuesteri
1959	GCA_000716445.1	Streptomyces wedmorensis
1960	GCA_000716465.1	Streptomyces bikiniensis
1961	GCA_000716545.1	Kitasatospora phosalacinea
1962	GCA_000716675.1	Streptomyces alboflavus
1963	GCA_000716715.1	Dactylosporangium aurantiacum
1964	GCA_000716755.1	Saccharothrix syringae
1965	GCA_000716785.1	Amycolatopsis vancoresmycina
1966	GCA_000716805.1	Streptomyces yerevanensis
1967	GCA_000716875.1	Streptomyces novaecaesareae
1968	GCA_000717025.1	Streptomyces atroolivaceus
1969	GCA_000717055.1	Streptomyces iakyrus
1970	GCA_000717135.1	Catenuloplanes japonicus
1971	GCA_000717285.1	Streptomyces rimosus subsp. rimosus
1972	GCA_000717335.1	Amycolatopsis jejuensis
1973	GCA_000717475.2	Desulfonatronum thiodismutans
1974	GCA_000717745.1	Streptomyces violens
1975	GCA_000717995.1	Streptomyces violaceorubidus
1976	GCA_000718015.1	Streptomyces catenulae
1977	GCA_000718025.1	Kitasatospora purpeofusca
1978	GCA_000718085.1	Mycetocola saprophilus
1979	GCA_000718095.1	Streptomyces scopuliridis
1980	GCA_000718135.1	Streptomyces cyaneofuscatus
1981	GCA_000718155.1	Streptomyces lavendulae subsp. lavendulae
1982	GCA_000718255.1	Spirillospora albida
1983	GCA_000718305.1	Streptomyces niger
1984	GCA_000718315.1	Streptomyces griseofuscus
1985	GCA_000718625.1	Streptomyces lavenduligriseus
1986	GCA_000718635.1	Streptomyces varsoviensis
1987	GCA_000718695.1	Streptomyces puniceus
1988	GCA_000718985.1	Streptomyces megasporus
1989	GCA_000719025.1	Kineosporia aurantiaca
1990	GCA_000719135.1	Streptomyces avicenniae
1991	GCA_000719975.1	Prauserella rugosa
1992	GCA_000720335.1	Marmoricola aequoreus
1993	GCA_000720425.1	Nocardia rhamnosiphila
1994	GCA_000720455.1	Streptomyces virginiae
1995	GCA_000720475.1	Streptomyces aureocirculatus
1996	GCA_000720485.1	Streptomyces ochraceiscleroticus
1997	GCA_000720535.1	Streptomyces halstedii
1998	GCA_000720555.1	Streptomyces sclerotialus
1999	GCA_000720835.1	Streptomyces achromogenes subsp. achromogenes
2000	GCA_000720925.1	Phycicoccus jejuensis
2001	GCA_000720965.1	Actinocatenispora sera
2002	GCA_000720995.1	Streptomyces celluloflavus
2003	GCA_000721075.1	Streptosporangium amethystogenes subsp. amethystogenes
2004	GCA_000721235.1	Streptomyces olivaceus
2005	GCA_000722635.1	Endozoicomonas numazuensis
2006	GCA_000722875.1	Sphingobium chlorophenolicum
2007	GCA_000723165.1	Janthinobacterium agaricidamnosum
2008	GCA_000723205.1	Formosa agariphila
2009	GCA_000723365.1	Mycoplasma amphoriforme
2010	GCA_000723385.1	Mycolicibacterium farcinogenes
2011	GCA_000723405.1	Hydrogenophaga intermedia
2012	GCA_000723465.1	Ruminococcus bicirculans
2013	GCA_000724065.1	Mycolicibacterium neoaurum
2014	GCA_000724605.1	Actinotignum schaalii
2015	GCA_000725475.1	Streptomyces durhamensis
2016	GCA_000725485.1	Nonomuraea candida
2017	GCA_000725545.1	Streptomyces exfoliatus
2018	GCA_000725785.1	Streptomyces flavovariabilis
2019	GCA_000725805.1	Streptomyces xanthophaeus
2020	GCA_000725885.1	Streptomyces albus
2021	GCA_000729985.1	Chryseobacterium antarcticum
2022	GCA_000730385.1	Alteromonas australica
2023	GCA_000730585.1	Pseudomonas japonica
2024	GCA_000730605.1	Pseudomonas monteilii
2025	GCA_000730625.1	Pseudomonas oryzihabitans
2026	GCA_000730645.1	Pseudomonas parafulva
2027	GCA_000730665.1	Pseudomonas plecoglossicida
2028	GCA_000730685.1	Rodentibacter pneumotropicus
2029	GCA_000731315.1	Neorhizobium galegae
2030	GCA_000731955.1	Halomonas zincidurans
2031	GCA_000732625.1	Nonlabens ulvanivorans
2032	GCA_000732925.1	Amycolatopsis japonica
2033	GCA_000732945.1	Corynebacterium atypicum
2034	GCA_000733125.1	Parvularcula oceanus
2035	GCA_000733865.1	Mycoplasma buteonis
2036	GCA_000733925.1	Arenibacter algicola
2037	GCA_000734015.1	Thermodesulfobacterium commune
2038	GCA_000735355.1	Buttiauxella agrestis
2039	GCA_000735365.1	Kluyvera ascorbata
2040	GCA_000735435.1	Raoultella planticola
2041	GCA_000735695.2	Chryseobacterium haifense
2042	GCA_000735715.2	Flavobacterium chungangense
2043	GCA_000736415.1	Campylobacter iguaniorum
2044	GCA_000737065.1	Thioclava atlantica
2045	GCA_000737145.1	Acinetobacter baumannii
2046	GCA_000737665.1	Chryseobacterium formosense
2047	GCA_000737685.1	Flavobacterium reichenbachii
2048	GCA_000737705.1	Chryseobacterium soli
2049	GCA_000737765.1	Chryseobacterium vrystaatense
2050	GCA_000737785.1	Chryseobacterium luteum
2051	GCA_000737845.1	Bifidobacterium bombi
2052	GCA_000738005.1	Bifidobacterium crudilactis
2053	GCA_000738015.1	Bacillus subtilis subsp. stercoris
2054	GCA_000738675.1	Serratia nematodiphila
2055	GCA_000738775.1	Rhodococcus defluvii
2056	GCA_000739045.1	Streptomyces luteus
2057	GCA_000739085.1	Amycolatopsis methanolica
2058	GCA_000739735.1	Paraburkholderia ginsengisoli
2059	GCA_000739775.1	Paraburkholderia heleia
2060	GCA_000739815.1	Paraburkholderia mimosarum
2061	GCA_000739875.1	Comamonas aquatica
2062	GCA_000739915.1	Paenibacillus chitinolyticus
2063	GCA_000739935.1	Rhizobium rubi
2064	GCA_000739955.1	Geobacillus kaustophilus
2065	GCA_000739995.1	Comamonas granuli
2066	GCA_000740015.1	Vibrio diazotrophicus
2067	GCA_000740055.1	Lactobacillus oryzae
2068	GCA_000740415.1	Brucella melitensis
2069	GCA_000740775.1	Haematobacter missouriensis
2070	GCA_000741135.1	Bifidobacterium choerinum
2071	GCA_000741165.1	Bifidobacterium biavatii
2072	GCA_000741175.1	Bifidobacterium callitrichos
2073	GCA_000741205.1	Bifidobacterium gallicum
2074	GCA_000741215.1	Bifidobacterium pullorum subsp. gallinarum
2075	GCA_000741285.1	Bifidobacterium mongoliense
2076	GCA_000741325.1	Bifidobacterium pseudolongum subsp. pseudolongum
2077	GCA_000741365.1	Bifidobacterium ruminantium
2078	GCA_000741375.1	Bifidobacterium pullorum subsp. saeculare
2079	GCA_000741455.1	Bifidobacterium thermacidophilum subsp. thermacidophilum
2080	GCA_000741525.1	Bifidobacterium bohemicum
2081	GCA_000741535.1	Bifidobacterium boum
2082	GCA_000741575.1	Bifidobacterium cuniculi
2083	GCA_000741645.1	Bifidobacterium minimum
2084	GCA_000741695.1	Bifidobacterium reuteri
2085	GCA_000741715.1	Bifidobacterium saguini
2086	GCA_000741775.1	Bifidobacterium subtile
2087	GCA_000741785.1	Bifidobacterium stellenboschense
2088	GCA_000741825.1	Delftia acidovorans
2089	GCA_000741965.1	Neisseria lactamica
2090	GCA_000742135.1	Klebsiella pneumoniae subsp. pneumoniae
2091	GCA_000742255.1	Brucella neotomae
2092	GCA_000743535.1	Arenimonas donghaensis
2093	GCA_000743575.1	Devosia riboflavina
2094	GCA_000744105.1	Maribacter forsetii
2095	GCA_000744115.1	Carnobacterium alterfunditum
2096	GCA_000744185.1	Carnobacterium funditum
2097	GCA_000744225.1	Kitasatospora mediocidica
2098	GCA_000744255.1	Carnobacterium divergens
2099	GCA_000744285.1	Carnobacterium pleistocenium
2100	GCA_000744375.1	Carnobacterium gallinarum
2101	GCA_000744415.1	Ghiorsea bivora
2102	GCA_000744655.1	Streptacidiphilus rugosus
2103	GCA_000744705.1	Streptacidiphilus albus
2104	GCA_000744785.1	Kitasatospora azatica
2105	GCA_000744815.1	Streptacidiphilus oryzae
2106	GCA_000744825.1	Carnobacterium mobile
2107	GCA_000744885.1	Thermus amyloliquefaciens
2108	GCA_000744945.1	Carnobacterium maltaromaticum
2109	GCA_000745125.1	Carnobacterium jeotgali
2110	GCA_000745345.1	Streptomyces yeochonensis
2111	GCA_000745375.1	Methylobacter whittenburyi
2112	GCA_000745835.1	Belnapia moabensis
2113	GCA_000745915.1	Deinococcus misasensis
2114	GCA_000745965.1	Edaphobacter aggregans
2115	GCA_000745975.1	Desulfobacter vibrioformis
2116	GCA_000746085.1	Methylocapsa aurea
2117	GCA_000746255.1	Thermodesulfobacterium hydrogeniphilum
2118	GCA_000746525.1	Pseudomonas alkylphenolica
2119	GCA_000746825.1	Carnobacterium inhibens subsp. inhibens
2120	GCA_000747075.1	Arenimonas malthae
2121	GCA_000747155.1	Arenimonas metalli
2122	GCA_000747315.1	Corynebacterium ureicelerivorans
2123	GCA_000749845.1	Pectobacterium betavasculorum
2124	GCA_000749855.1	Pectobacterium carotovorum subsp. carotovorum
2125	GCA_000749905.1	Pectobacterium atrosepticum
2126	GCA_000750005.1	Geobacillus icigianus
2127	GCA_000751075.1	Rickettsia tamurae
2128	GCA_000751255.1	Staphylococcus schweitzeri
2129	GCA_000751595.1	Weeksella massiliensis
2130	GCA_000751755.1	Klebsiella quasipneumoniae subsp. quasipneumoniae
2131	GCA_000751835.1	Necropsobacter rosorum
2132	GCA_000751855.1	Kingella negevensis
2133	GCA_000752035.1	Bacillus rubiinfantis
2134	GCA_000753735.1	Pseudidiomarina atlantica
2135	GCA_000753795.1	Shewanella mangrovi
2136	GCA_000753835.1	Anoxybacillus flavithermus subsp. yunnanensis
2137	GCA_000754095.2	Acidihalobacter prosperus
2138	GCA_000754275.1	Pasteurella multocida subsp. multocida
2139	GCA_000754405.1	Flavobacterium psychrophilum
2140	GCA_000754695.1	Pectobacterium carotovorum subsp. brasiliense
2141	GCA_000754765.1	Pectobacterium carotovorum subsp. odoriferum
2142	GCA_000755055.1	Yersinia enterocolitica subsp. enterocolitica
2143	GCA_000755145.1	Treponema putidum
2144	GCA_000755365.1	Vibrio astriarenae
2145	GCA_000756615.1	Paenibacillus durus
2146	GCA_000756655.1	Alcanivorax jadensis
2147	GCA_000756665.1	Alcanivorax nanhaiticus
2148	GCA_000756715.2	Jeotgalicoccus saudimassiliensis
2149	GCA_000756775.2	Pseudomonas saudiphocaensis
2150	GCA_000756815.1	Legionella massiliensis
2151	GCA_000757385.1	Flavobacterium aquatile
2152	GCA_000757405.1	Pantoea stewartii subsp. indologenes
2153	GCA_000757425.2	Tatumella morbirosei
2154	GCA_000757795.1	Methylobacterium oryzae
2155	GCA_000757885.1	Paenibacillus wynnii
2156	GCA_000758665.1	Paenibacillus borealis
2157	GCA_000758685.1	Paenibacillus stellifer
2158	GCA_000758705.1	Paenibacillus graminis
2159	GCA_000758725.1	Paenibacillus odorifer
2160	GCA_000759345.1	Halomonas xinjiangensis
2161	GCA_000759445.1	Pseudomonas lutea
2162	GCA_000759735.1	Citrobacter freundii
2163	GCA_000759755.1	Citrobacter werkmanii
2164	GCA_000759815.1	Citrobacter rodentium
2165	GCA_000759835.1	Citrobacter sedlakii
2166	GCA_000761055.1	Rhodococcus fascians
2167	GCA_000761155.1	Pseudomonas rhizosphaerae
2168	GCA_000762845.1	Helicobacter japonicus
2169	GCA_000762875.1	Helicobacter saguini
2170	GCA_000762985.1	Mycolicibacterium rufum
2171	GCA_000763135.1	Helicobacter jaachi
2172	GCA_000763295.1	Thalassospira australica
2173	GCA_000763315.1	Thermoactinomyces daqus
2174	GCA_000763375.1	Microbacterium profundi
2175	GCA_000763575.1	Thermoanaerobacter kivui
2176	GCA_000763805.1	Paracoccus sphaerophysae
2177	GCA_000764165.1	Cryobacterium roopkundense
2178	GCA_000764325.1	Vibrio navarrensis
2179	GCA_000764645.1	Aeromonas finlandensis
2180	GCA_000764655.1	Aeromonas aquatica
2181	GCA_000764665.1	Aeromonas lacus
2182	GCA_000765905.1	Helicobacter trogontum
2183	GCA_000767055.1	Corynebacterium doosanense
2184	GCA_000767135.1	Cellulomonas cellasea
2185	GCA_000767165.1	Cellulomonas bogoriensis
2186	GCA_000767215.1	Actinotalea fermentans
2187	GCA_000767255.1	Corynebacterium auriscanis
2188	GCA_000767465.1	Novosphingobium pentaromativorans
2189	GCA_000767615.3	Pandoraea pnomenusa
2190	GCA_000767835.1	Streptococcus sinensis
2191	GCA_000768315.1	Pseudooceanicola atlanticus
2192	GCA_000768335.1	Lysobacter arseniciresistens
2193	GCA_000768345.1	Lysobacter concretionis
2194	GCA_000768355.1	Lysobacter daejeonensis
2195	GCA_000768555.3	Roseovarius mucosus
2196	GCA_000768675.1	Knoellia flava
2197	GCA_000768685.1	Knoellia subterranea
2198	GCA_000768695.1	Knoellia aerolata
2199	GCA_000768705.1	Knoellia sinensis
2200	GCA_000769695.1	Oenococcus alcoholitolerans
2201	GCA_000769915.1	Flavobacterium beibuense
2202	GCA_000770305.1	Erwinia oleae
2203	GCA_000770585.1	Legionella norrlandica
2204	GCA_000770635.1	Pontibacillus yanchengensis
2205	GCA_000770675.1	Pontibacillus chungwhensis
2206	GCA_000770795.1	Lysobacter dokdonensis
2207	GCA_000771045.1	Bifidobacterium porcinum
2208	GCA_000771265.1	Bifidobacterium thermophilum
2209	GCA_000771405.1	Bifidobacterium pullorum subsp. pullorum
2210	GCA_000771745.2	Thermus filiformis
2211	GCA_000772105.1	Vibrio tubiashii
2212	GCA_000772535.1	Chelonobacter oris
2213	GCA_000772705.1	Xanthomonas vasicola
2214	GCA_000772915.1	Streptococcus phocae subsp. salmonis
2215	GCA_000772935.1	Lysinibacillus boronitolerans
2216	GCA_000772945.1	Lysinibacillus manganicus
2217	GCA_000772955.1	Lysinibacillus sinduriensis
2218	GCA_000772965.1	Lysinibacillus massiliensis
2219	GCA_000784735.1	Dickeya undicola
2220	GCA_000785105.2	Lactobacillus curieae
2221	GCA_000785435.1	Paraburkholderia sacchari
2222	GCA_000785515.1	Streptococcus salivarius subsp. salivarius
2223	GCA_000785785.1	Streptococcus hongkongensis
2224	GCA_000785845.1	Streptococcus uberis
2225	GCA_000786195.1	Kocuria polaris
2226	GCA_000786575.1	Alistipes inops
2227	GCA_000787375.1	Bacillus okhensis
2228	GCA_000787635.2	Acetobacter tropicalis
2229	GCA_000787715.1	Sphingomonas parapaucimobilis
2230	GCA_000787775.1	Streptacidiphilus carbonis
2231	GCA_000787815.1	Streptacidiphilus neutrinimicus
2232	GCA_000787835.1	Streptacidiphilus melanogenes
2233	GCA_000787855.1	Streptacidiphilus anmyonensis
2234	GCA_000788075.2	Xanthomonas fuscans subsp. fuscans
2235	GCA_000788395.1	Pseudoalteromonas piratica
2236	GCA_000789235.1	Flaviramulus ichthyoenteri
2237	GCA_000797445.1	Lacinutrix jangbogonensis
2238	GCA_000797465.1	Psychroserpens jangbogonensis
2239	GCA_000800395.1	Deinococcus swuensis
2240	GCA_000802225.1	Novosphingobium malaysiense
2241	GCA_000802235.1	Sinomonas humi
2242	GCA_000802245.2	Streptomyces pluripotens
2243	GCA_000802305.1	Microbacterium mangrovi
2244	GCA_000802385.1	Croceibacterium mercuriale
2245	GCA_000802425.1	Pseudomonas flexibilis
2246	GCA_000803105.1	Coprobacter secundus
2247	GCA_000803215.1	Pectobacterium fontis
2248	GCA_000803315.1	Pectobacterium carotovorum subsp. actinidiae
2249	GCA_000803645.1	Sphingopyxis fribergensis
2250	GCA_000804515.1	Edwardsiella piscicida
2251	GCA_000805385.1	Mycolicibacterium setense
2252	GCA_000806415.1	Pseudomonas tuomuerensis
2253	GCA_000807255.1	Clostridium pasteurianum
2254	GCA_000807675.2	Eubacterium limosum
2255	GCA_000807775.1	Pandoraea fibrosis
2256	GCA_000807925.1	Novosphingobium subterraneum
2257	GCA_000808095.1	Borrelia chilensis
2258	GCA_000812025.2	Bacillus thermotolerans
2259	GCA_000812685.1	Halocynthiibacter namhaensis
2260	GCA_000812875.1	Chryseobacterium solincola
2261	GCA_000812965.1	Pedobacter kyungheensis
2262	GCA_000813125.1	Bacillus selenatarsenatis
2263	GCA_000813265.1	Pseudomonas mendocina
2264	GCA_000813325.1	Sulfurospirillum cavolei
2265	GCA_000813345.1	Sulfurospirillum arsenophilum
2266	GCA_000813705.1	Morococcus cerebrosus
2267	GCA_000814675.1	Pseudoalteromonas distincta
2268	GCA_000814845.2	Pandoraea sputorum
2269	GCA_000815065.1	Mesomycoplasma flocculare
2270	GCA_000815105.2	Pandoraea pulmonicola
2271	GCA_000815225.1	Allofrancisella guangzhouensis
2272	GCA_000816085.1	Staphylococcus hyicus
2273	GCA_000816185.1	Campylobacter insulaenigrae
2274	GCA_000816305.1	Campylobacter subantarcticus
2275	GCA_000816495.1	Acinetobacter harbinensis
2276	GCA_000816575.1	Geobacter soli
2277	GCA_000816785.1	Campylobacter peloridis
2278	GCA_000816845.1	Rhizobium gallicum
2279	GCA_000817815.1	Vibrio owensii
2280	GCA_000817955.1	Geobacter pickeringii
2281	GCA_000818015.1	Pseudomonas balearica
2282	GCA_000818035.1	Neisseria elongata subsp. glycolytica
2283	GCA_000818095.1	Jeotgalibacillus malaysiensis
2284	GCA_000818395.1	Noviherbaspirillum autotrophicum
2285	GCA_000819445.1	Corynebacterium humireducens
2286	GCA_000819545.1	Streptomyces nodosus
2287	GCA_000819565.1	Celeribacter indicus
2288	GCA_000819685.1	Aeromonas allosaccharophila
2289	GCA_000819725.1	Aeromonas australiensis
2290	GCA_000819745.1	Aeromonas bestiarum
2291	GCA_000819765.1	Aeromonas bivalvium
2292	GCA_000819805.1	Aeromonas diversa
2293	GCA_000819825.1	Aeromonas encheleia
2294	GCA_000819845.1	Aeromonas enteropelogenes
2295	GCA_000819865.1	Aeromonas eucrenophila
2296	GCA_000819885.1	Aeromonas fluvialis
2297	GCA_000819955.1	Aeromonas jandaei
2298	GCA_000819985.1	Aeromonas media
2299	GCA_000820005.1	Aeromonas piscicola
2300	GCA_000820025.1	Aeromonas popoffii
2301	GCA_000820045.1	Aeromonas rivuli
2302	GCA_000820085.1	Aeromonas sanarellii
2303	GCA_000820125.1	Aeromonas simiae
2304	GCA_000820145.1	Aeromonas sobria
2305	GCA_000820165.1	Aeromonas taiwanensis
2306	GCA_000820185.1	Aeromonas tecta
2307	GCA_000820225.1	Aeromonas veronii
2308	GCA_000820305.1	Aeromonas dhakensis
2309	GCA_000820325.1	Aeromonas hydrophila subsp. ranae
2310	GCA_000820515.1	Pseudomonas batumici
2311	GCA_000820705.1	Clostridium polynesiense
2312	GCA_000820725.1	Actinomyces polynesiensis
2313	GCA_000821185.1	Serratia symbiotica
2314	GCA_000825685.1	Rickettsia hoogstraalii
2315	GCA_000826065.1	Tessaracoccus massiliensis
2316	GCA_000826085.1	Nigerium massiliense
2317	GCA_000826105.1	Pseudomonas massiliensis
2318	GCA_000826185.2	Microbacterium gorillae
2319	GCA_000826205.1	Citrobacter pasteurii
2320	GCA_000826645.1	Psychroserpens mesophilus
2321	GCA_000826685.1	Streptomonospora alba
2322	GCA_000827125.1	Geoalkalibacter subterraneus
2323	GCA_000827555.1	Capnocytophaga canis
2324	GCA_000827885.1	Vibrio renipiscarius
2325	GCA_000828055.2	Klebsiella variicola
2326	GCA_000828125.2	Rickettsia asembonensis
2327	GCA_000828475.1	Methyloceanibacter caenitepidi
2328	GCA_000828655.1	Thermotoga caldifontis
2329	GCA_000828675.1	Thermotoga profunda
2330	GCA_000829035.1	Lactobacillus paracasei subsp. paracasei
2331	GCA_000829055.1	Lactobacillus casei
2332	GCA_000829395.1	Lactobacillus hokkaidonensis
2333	GCA_000829435.1	Jeotgalibacillus soli
2334	GCA_000829445.1	Jeotgalibacillus alimentarius
2335	GCA_000829465.1	Cohnella kolymensis
2336	GCA_000829515.1	Jeotgalibacillus campisalis
2337	GCA_000829535.1	Bacillus badius
2338	GCA_000829825.1	Magnetospirillum magnetotacticum
2339	GCA_000830005.1	Streptomyces vietnamensis
2340	GCA_000830415.1	Vibrio ishigakensis
2341	GCA_000830505.1	Vibrio mytili
2342	GCA_000830985.1	Marinobacter similis
2343	GCA_000831005.1	Marinobacter salarius
2344	GCA_000831385.1	Nonlabens marinus
2345	GCA_000831525.1	Rickettsia rickettsii
2346	GCA_000831645.3	Lactobacillus heilongjiangensis
2347	GCA_000832545.1	Pedobacter lusitanus
2348	GCA_000832605.1	Bacillus mycoides
2349	GCA_000832905.1	Bacillus coagulans
2350	GCA_000832985.1	Bacillus megaterium
2351	GCA_000833025.1	Myroides profundi
2352	GCA_000833455.1	Francisella philomiragia
2353	GCA_000833475.1	Francisella tularensis subsp. tularensis
2354	GCA_000833575.1	Corynebacterium singulare
2355	GCA_000833605.1	Anoxybacillus ayderensis
2356	GCA_000834015.1	Prevotella pectinovora
2357	GCA_000835165.1	Corynebacterium marinum
2358	GCA_000836695.1	Wenxinia marina
2359	GCA_000836725.1	Anoxybacillus thermarum
2360	GCA_000875975.1	Parachlamydia acanthamoebae
2361	GCA_000876205.1	Lactobacillus wasatchensis
2362	GCA_000877315.1	Burkholderia cenocepacia
2363	GCA_000934605.2	Pandoraea vervacti
2364	GCA_000934745.1	Desulfonatronum thioautotrophicum
2365	GCA_000935025.1	Sphingomonas hengshuiensis
2366	GCA_000935675.1	Pseudomonas meliae
2367	GCA_000938265.1	Agreia bicolorata
2368	GCA_000939975.1	Pseudomonas saudimassiliensis
2369	GCA_000940845.1	Propionibacterium freudenreichii
2370	GCA_000940955.1	Rickettsia raoultii
2371	GCA_000940995.1	Photobacterium gaetbulicola
2372	GCA_000943555.1	Tamlana nanhaiensis
2373	GCA_000943565.1	Tamlana sedimentorum
2374	GCA_000948395.1	Frankia torreyi
2375	GCA_000948975.1	Thalassomonas actiniarum
2376	GCA_000949255.1	Ferrimicrobium acidiphilum
2377	GCA_000949295.1	Acidithrix ferrooxidans
2378	GCA_000949475.1	Draconibacterium sediminis
2379	GCA_000949865.1	Rhizobium nepotum
2380	GCA_000949895.1	Agrobacterium arsenijevicii
2381	GCA_000950575.1	Psychromicrobium lacuslunae
2382	GCA_000951135.1	Rouxiella chamberiensis
2383	GCA_000952855.1	Aequorivita vladivostokensis
2384	GCA_000953135.1	Legionella fallonii
2385	GCA_000953375.1	Mycoplasma capricolum subsp. capripneumoniae
2386	GCA_000953475.1	Methylacidiphilum fumariolicum
2387	GCA_000953635.1	Legionella micdadei
2388	GCA_000953655.1	Legionella hackeliae
2389	GCA_000953675.1	Paeniclostridium sordellii
2390	GCA_000955965.1	Streptomyces variegatus
2391	GCA_000956465.1	Microbacterium trichothecenolyticum
2392	GCA_000956535.1	Microbacterium ginsengisoli
2393	GCA_000956545.1	Microbacterium azadirachtae
2394	GCA_000956575.1	Microbacterium ketosireducens
2395	GCA_000959365.1	Burkholderia oklahomensis
2396	GCA_000959445.1	Burkholderia vietnamiensis
2397	GCA_000959525.1	Burkholderia multivorans
2398	GCA_000959545.1	Burkholderia ambifaria
2399	GCA_000959725.1	Burkholderia gladioli
2400	GCA_000960975.1	Martelella endophytica
2401	GCA_000960995.1	Burkholderia glumae
2402	GCA_000961095.1	Paenibacillus beijingensis
2403	GCA_000961515.1	Paraburkholderia fungorum
2404	GCA_000962825.1	Actinoplanes rectilineatus
2405	GCA_000963865.1	Muricauda lutaonensis
2406	GCA_000963905.1	Acetobacter aceti
2407	GCA_000963925.1	Acetobacter cibinongensis
2408	GCA_000963945.1	Acetobacter indonesiensis
2409	GCA_000963965.1	Acetobacter orientalis
2410	GCA_000964005.1	Williamsia herbipolensis
2411	GCA_000964225.1	Acetobacter syzygii
2412	GCA_000964405.1	Komagataeibacter hansenii
2413	GCA_000964425.1	Komagataeibacter intermedius
2414	GCA_000964465.1	Gluconobacter thailandicus
2415	GCA_000964545.1	Comamonas thiooxydans
2416	GCA_000964595.1	Orientia chuto
2417	GCA_000964685.1	Anaplasma phagocytophilum
2418	GCA_000964755.1	Ehrlichia muris subsp. eauclairensis
